use_dt,bus_route_id,bus_route_no,bus_route_nm,stnd_bsst_id,bsst_ars_no,bus_sta_id,bus_sta_nm,ride_pasgr_num,alight_pasgr_num,work_dt,work_dttm
"20190901","11110003","102","102번(상계동~동대문)","108000178","09266","0074809","수유사거리","205","153","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000061","09149","0074810","강북경찰서입구","63","115","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000063","09151","0074811","북부시장입구","102","105","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000065","09153","0074812","번동사거리","110","106","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","109000164","10250","0074813","창동서울탁주앞","192","321","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","109000162","10248","0074814","KEB하나은행창동지점","225","118","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","109000160","10246","0074815","창림초교창동신창아파트앞","167","59","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","109000155","10241","0074817","창동주공4단지","165","97","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","110000289","11390","0074819","중계역1번출구","75","855","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","109000242","10331","0075051","신창.창동시장","285","158","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","109000241","10330","0076859","창동.신창시장","220","262","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","110000093","11193","0079673","온곡중학교노원정보도서관","11","0","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000012","09012","8000547","미아사거리역","408","178","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","110000111","11211","8000715","노원역1번출구","5","407","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","100000118","01214","8000836","동대문","78","76","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","998001900","~","8001900","7단지영업소(가상)","7","1","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000005","09005","8501003","수유시장.성신여대미아캠퍼스앞","180","285","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000007","09007","8501005","미아역.신일중고","63","196","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","108000009","09009","8501007","도봉세무서.성북시장","52","209","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","100000109","01205","9000413","종로5가.효제초등학교","116","15","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","100000108","01204","9000558","종로5가.효제동.김상옥의거터","47","0","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","100000122","01218","9001336","현대그룹빌딩","13","80","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","100000129","01225","9001337","이화동(이화장)","4","30","20190904",""
"20190901","11110003","102","102번(상계동~동대문)","100000119","01215","9001338","충신동","31","57","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000003","01003","0007197","명륜3가.성대입구","110","208","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000082","08172","0007710","미아초교","118","286","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000102","01198","0008952","원남동","66","169","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000107","09195","0013188","강북청소년수련관","0","170","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000106","09194","0013189","강북청소년수련관","161","0","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000108","09196","0013198","국립4.19민주묘지","129","6","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000109","09197","0013199","국립4.19민주묘지","0","152","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000009","08009","0071196","삼선교.한성대학교","132","258","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000002","01002","0071198","창경궁.서울대학교병원","69","71","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000010","08010","0071205","삼선교.한성대학교.조소앙활동터","296","198","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000003","08003","0071613","길음뉴타운","232","477","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","990071823","~","0071823","선일교통(가상)","106","1","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000005","08005","0072011","미아리고개.미아리예술극장","188","188","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000007","08007","0072012","돈암사거리.성신여대입구","154","462","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000008","08008","0072027","돈암사거리.성신여대입구","620","224","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000006","08006","0072028","미아리고개.미아리예술극장","158","137","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000053","02152","0072209","퇴계로3가.한옥마을.한국의집","105","63","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000032","09120","0072237","인수동장미원","236","44","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000046","09134","0072239","우이초등학교","226","46","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000068","09156","0072240","화계사입구","105","42","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000070","09158","0072241","빨래골입구","253","89","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000072","09160","0072242","롯데마트삼양점.래미안1차아파트","216","123","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000074","09162","0072243","삼양초등학교","74","42","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000076","09164","0072244","강북청소년문화정보도서관입구","122","85","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000078","09166","0072245","삼양동사거리","342","170","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000080","09168","0072246","송천초등학교.미아뉴타운입구","200","101","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000081","08171","0072247","미아초교","272","104","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000083","08173","0072248","길음동동부아파트","164","50","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000151","01247","0072250","광장시장","68","170","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000054","02153","0072252","충무로역2번출구.대한극장앞","191","46","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000103","02207","0072253","퇴계로5가.제일병원","74","49","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000069","02168","0072254","을지로5가.훈련원종합체육관","47","33","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000123","01219","0072259","통신대(이화장)","111","65","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000124","01220","0072260","혜화역.마로니에공원","217","81","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000133","01229","0072261","혜화역.동성중고(장면총리가옥)","374","78","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000033","08123","0072262","돈암동삼성아파트입구","303","225","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","107000084","08174","0072263","길음동동부아파트","74","266","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000079","09167","0072266","삼양동사거리","147","285","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000077","09165","0072267","강북청소년문화정보도서관입구","75","77","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000075","09163","0072268","삼양초등학교","28","90","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000073","09161","0072269","롯데마트삼양점.래미안1차아파트","168","229","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000071","09159","0072270","빨래골입구","72","206","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000069","09157","0072271","화계사입구","37","129","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000047","09135","0072272","우이초등학교","65","125","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000033","09121","0072274","인수동장미원","37","159","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000022","09110","0072275","국립4.19민주묘지입구사거리","42","176","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000005","01005","0074700","혜화동로터리.여운형활동터","34","232","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000034","09122","8000880","가오리역","231","73","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000035","09123","8000884","가오리역","85","253","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000023","09111","8002702","국립4.19민주묘지입구사거리","121","23","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000051","02150","8002711","퇴계로2가.명동역","62","262","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000081","09169","8003120","송천초등학교.미아뉴타운입구","124","313","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000371","09311","8501058","무량사입구","0","99","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","108000372","09310","8501059","무량사입구","111","0","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000050","02149","8501631","명동입구","309","71","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000055","02154","9000224","충무로역8번출구.대한극장앞","51","130","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000052","02151","9000228","퇴계로3가.한옥마을.한국의집","31","121","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000047","02146","9000240","남대문시장.회현역","139","38","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000046","02145","9000241","남대문시장.회현역","60","113","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000023","02118","9000246","숭례문.한국일보","58","98","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000109","01205","9000413","종로5가.효제초등학교","74","20","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000065","02164","9000536","중구청앞.덕수중학교","10","95","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000108","01204","9000558","종로5가.효제동.김상옥의거터","51","14","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000068","02167","9003018","방산시장.훈련원종합체육관","31","27","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","100000116","01212","9034217","종로5가","127","105","20190904",""
"20190901","11110005","104","104번(강북청소년수련관난나~숭례문)","101000005","02005","9036839","서울역버스환승센터","268","123","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000033","06117","0008420","휘경동입구","33","75","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000057","02156","0008839","을지로입구.로얄호텔","113","11","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000060","02159","0008864","을지로2가.파인에빈뉴","139","17","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000062","02161","0008890","을지로3가","41","15","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000067","02166","0008984","을지로5가.중부시장","59","24","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000070","02169","0009038","을지로6가.국립중앙의료원","124","55","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","100000365","01037","0009100","동대문(흥인지문)","96","161","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000084","11184","0010909","대림아파트상가","103","6","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000086","11186","0010935","도봉면허시험장","123","4","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000085","11185","0010946","도봉면허시험장","5","147","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000145","11245","0010977","상계주공2단지","107","19","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000089","11189","0011021","상계10동우체국","86","1","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000273","11374","0011084","서울시립북서울미술관","145","193","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000266","11367","0011085","노원구민회관","287","95","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000346","11447","0011119","하계역","136","59","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000347","11448","0011151","하계장미아파트","112","48","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000008","07102","0011364","묵동자이.신도브래뉴아파트","98","70","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000011","07105","0011401","한국전력동부지사","132","82","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000016","07110","0011456","중화동한신아파트","126","188","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000315","11416","0014620","하계역","80","233","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000316","11417","0014709","하계미성아파트","38","175","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000482","06023","0070034","제기동역.서울약령시","105","100","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000006","07006","0070041","중랑역.동부시장","324","226","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000005","07005","0070063","중랑역.동부시장","227","288","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000009","06009","0070064","중랑교","88","155","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000013","06013","0070066","시조사삼거리","36","64","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000014","06014","0070067","떡전교사거리.동대문노인복지관","60","89","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000480","06022","0070069","청량리.청과물도매시장","104","160","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000483","06026","0070071","용두동사거리.한국의류시험연구원","24","87","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000481","06024","0071190","제기동역.서울약령시","51","64","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000144","11244","0071427","상계주공3단지","298","13","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000146","11246","0071429","상계주공1단지","191","25","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000265","11366","0071430","중계역","128","47","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000060","11160","0071432","서울과학기술대입구","191","119","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000062","11162","0071433","공릉역4번출구","159","146","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000002","11102","0071434","공릉시장","112","82","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000004","11104","0071435","태릉입구역3번출구","101","138","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000009","07103","0071437","묵동삼거리.먹골역","108","54","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000013","07107","0071439","지하철7호선중화역","215","134","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000015","07109","0071440","국민은행중화동지점","200","130","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000014","07108","0071490","지하철7호선중화역","138","178","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000012","07106","0071491","한국전력동부지사","93","128","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000010","07104","0071492","먹골역.묵동자이아파트","85","144","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000003","11103","0071494","태릉입구역4번출구","145","143","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000001","11101","0071495","공릉시장","102","103","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000061","11161","0071496","공릉역1번출구","158","163","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000059","11159","0071497","서울과학기술대입구","120","105","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000272","11373","0071499","중계역","49","104","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000157","11257","0071500","백병원","28","181","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000156","11256","0071501","상계주공4단지","12","126","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000155","11255","0071502","상계주공6단지","8","334","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000083","11183","0071504","상계주공7단지","0","54","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000088","11188","0071520","상계주공7단지.광림교회앞","0","51","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000027","02122","0071865","숭례문","49","59","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","100000190","01288","0072391","종로중부새마을금고","19","80","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000102","02206","0072394","퇴계로6가","26","44","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000104","02208","0072395","퇴계로5가","42","69","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000114","02219","0072410","남대문시장앞.이회영활동터","98","15","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000043","02142","0072411","롯데영프라자","211","23","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000447","06018","0072419","청량리역환승센터","297","176","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000325","07425","0075397","먹골역","146","54","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000326","07426","0075398","먹골역","73","143","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","110000399","11502","7000033","7단지영업소","54","0","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000015","06015","8000781","청량리역환승센타","176","312","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","100000367","01044","8000821","동묘앞","112","149","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","100000366","01041","8000823","동묘앞","211","65","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","106000007","07101","8001668","극동늘푸른아파트","128","95","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000012","06012","8001827","삼육서울병원","139","107","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000011","06011","8001828","삼육서울병원","124","131","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000030","06114","8002143","서울성심병원","107","49","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000486","06027","8002513","신설동역","122","52","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000010","06010","8002515","중랑교","96","87","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","105000484","06025","8002705","용두동사거리","29","52","20190904",""
"20190901","11110006","105","105번(상계동~서울역)","101000051","02150","8002711","퇴계로2가.명동역","72","317","20190904",""
